Group_Number,Group_Index,PathName_Nuclei,PathName_pAKT,FileName_Nuclei,FileName_pAKT,Metadata_Barcode,Metadata_Column,Metadata_CreationDate,Metadata_CreationTime,Metadata_FieldIndex,Metadata_ImagingComputer,Metadata_PlateSize,Metadata_RowNumber
248,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,N - 5(fld 1 wv DAPI - DAPI).tif,N - 5(fld 1 wv FITC - FITC).tif,VB00021880,5,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,14
249,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,N - 6(fld 1 wv DAPI - DAPI).tif,N - 6(fld 1 wv FITC - FITC).tif,VB00021880,6,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,14
250,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,N - 7(fld 1 wv DAPI - DAPI).tif,N - 7(fld 1 wv FITC - FITC).tif,VB00021880,7,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,14
251,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,N - 8(fld 1 wv DAPI - DAPI).tif,N - 8(fld 1 wv FITC - FITC).tif,VB00021880,8,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,14
252,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,N - 9(fld 1 wv DAPI - DAPI).tif,N - 9(fld 1 wv FITC - FITC).tif,VB00021880,9,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,14
253,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 1(fld 1 wv DAPI - DAPI).tif,O - 1(fld 1 wv FITC - FITC).tif,VB00021880,1,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
254,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 10(fld 1 wv DAPI - DAPI).tif,O - 10(fld 1 wv FITC - FITC).tif,VB00021880,10,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
255,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 11(fld 1 wv DAPI - DAPI).tif,O - 11(fld 1 wv FITC - FITC).tif,VB00021880,11,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
256,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 12(fld 1 wv DAPI - DAPI).tif,O - 12(fld 1 wv FITC - FITC).tif,VB00021880,12,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
257,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 13(fld 1 wv DAPI - DAPI).tif,O - 13(fld 1 wv FITC - FITC).tif,VB00021880,13,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
258,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 14(fld 1 wv DAPI - DAPI).tif,O - 14(fld 1 wv FITC - FITC).tif,VB00021880,14,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
259,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 15(fld 1 wv DAPI - DAPI).tif,O - 15(fld 1 wv FITC - FITC).tif,VB00021880,15,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
260,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 16(fld 1 wv DAPI - DAPI).tif,O - 16(fld 1 wv FITC - FITC).tif,VB00021880,16,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
261,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 17(fld 1 wv DAPI - DAPI).tif,O - 17(fld 1 wv FITC - FITC).tif,VB00021880,17,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
262,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 18(fld 1 wv DAPI - DAPI).tif,O - 18(fld 1 wv FITC - FITC).tif,VB00021880,18,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
263,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 19(fld 1 wv DAPI - DAPI).tif,O - 19(fld 1 wv FITC - FITC).tif,VB00021880,19,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
264,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 2(fld 1 wv DAPI - DAPI).tif,O - 2(fld 1 wv FITC - FITC).tif,VB00021880,2,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
265,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 20(fld 1 wv DAPI - DAPI).tif,O - 20(fld 1 wv FITC - FITC).tif,VB00021880,20,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
266,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 21(fld 1 wv DAPI - DAPI).tif,O - 21(fld 1 wv FITC - FITC).tif,VB00021880,21,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
267,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 22(fld 1 wv DAPI - DAPI).tif,O - 22(fld 1 wv FITC - FITC).tif,VB00021880,22,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
268,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 23(fld 1 wv DAPI - DAPI).tif,O - 23(fld 1 wv FITC - FITC).tif,VB00021880,23,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
269,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 24(fld 1 wv DAPI - DAPI).tif,O - 24(fld 1 wv FITC - FITC).tif,VB00021880,24,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
270,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 25(fld 1 wv DAPI - DAPI).tif,O - 25(fld 1 wv FITC - FITC).tif,VB00021880,25,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
271,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 26(fld 1 wv DAPI - DAPI).tif,O - 26(fld 1 wv FITC - FITC).tif,VB00021880,26,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
272,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 27(fld 1 wv DAPI - DAPI).tif,O - 27(fld 1 wv FITC - FITC).tif,VB00021880,27,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
273,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 28(fld 1 wv DAPI - DAPI).tif,O - 28(fld 1 wv FITC - FITC).tif,VB00021880,28,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
274,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 29(fld 1 wv DAPI - DAPI).tif,O - 29(fld 1 wv FITC - FITC).tif,VB00021880,29,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
275,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 3(fld 1 wv DAPI - DAPI).tif,O - 3(fld 1 wv FITC - FITC).tif,VB00021880,3,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
276,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 30(fld 1 wv DAPI - DAPI).tif,O - 30(fld 1 wv FITC - FITC).tif,VB00021880,30,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
277,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 31(fld 1 wv DAPI - DAPI).tif,O - 31(fld 1 wv FITC - FITC).tif,VB00021880,31,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
278,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 32(fld 1 wv DAPI - DAPI).tif,O - 32(fld 1 wv FITC - FITC).tif,VB00021880,32,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
279,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 33(fld 1 wv DAPI - DAPI).tif,O - 33(fld 1 wv FITC - FITC).tif,VB00021880,33,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
280,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 34(fld 1 wv DAPI - DAPI).tif,O - 34(fld 1 wv FITC - FITC).tif,VB00021880,34,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
281,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 35(fld 1 wv DAPI - DAPI).tif,O - 35(fld 1 wv FITC - FITC).tif,VB00021880,35,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
282,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 36(fld 1 wv DAPI - DAPI).tif,O - 36(fld 1 wv FITC - FITC).tif,VB00021880,36,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
283,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 37(fld 1 wv DAPI - DAPI).tif,O - 37(fld 1 wv FITC - FITC).tif,VB00021880,37,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
284,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 38(fld 1 wv DAPI - DAPI).tif,O - 38(fld 1 wv FITC - FITC).tif,VB00021880,38,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
285,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 39(fld 1 wv DAPI - DAPI).tif,O - 39(fld 1 wv FITC - FITC).tif,VB00021880,39,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
286,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 4(fld 1 wv DAPI - DAPI).tif,O - 4(fld 1 wv FITC - FITC).tif,VB00021880,4,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
287,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 40(fld 1 wv DAPI - DAPI).tif,O - 40(fld 1 wv FITC - FITC).tif,VB00021880,40,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
288,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 41(fld 1 wv DAPI - DAPI).tif,O - 41(fld 1 wv FITC - FITC).tif,VB00021880,41,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
289,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 42(fld 1 wv DAPI - DAPI).tif,O - 42(fld 1 wv FITC - FITC).tif,VB00021880,42,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
290,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 5(fld 1 wv DAPI - DAPI).tif,O - 5(fld 1 wv FITC - FITC).tif,VB00021880,5,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
291,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 6(fld 1 wv DAPI - DAPI).tif,O - 6(fld 1 wv FITC - FITC).tif,VB00021880,6,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
292,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 7(fld 1 wv DAPI - DAPI).tif,O - 7(fld 1 wv FITC - FITC).tif,VB00021880,7,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
293,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 8(fld 1 wv DAPI - DAPI).tif,O - 8(fld 1 wv FITC - FITC).tif,VB00021880,8,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
294,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,O - 9(fld 1 wv DAPI - DAPI).tif,O - 9(fld 1 wv FITC - FITC).tif,VB00021880,9,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,15
295,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 1(fld 1 wv DAPI - DAPI).tif,P - 1(fld 1 wv FITC - FITC).tif,VB00021880,1,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
296,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 10(fld 1 wv DAPI - DAPI).tif,P - 10(fld 1 wv FITC - FITC).tif,VB00021880,10,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
297,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 11(fld 1 wv DAPI - DAPI).tif,P - 11(fld 1 wv FITC - FITC).tif,VB00021880,11,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
298,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 12(fld 1 wv DAPI - DAPI).tif,P - 12(fld 1 wv FITC - FITC).tif,VB00021880,12,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
299,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 13(fld 1 wv DAPI - DAPI).tif,P - 13(fld 1 wv FITC - FITC).tif,VB00021880,13,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
300,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 14(fld 1 wv DAPI - DAPI).tif,P - 14(fld 1 wv FITC - FITC).tif,VB00021880,14,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
301,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 15(fld 1 wv DAPI - DAPI).tif,P - 15(fld 1 wv FITC - FITC).tif,VB00021880,15,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
302,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 16(fld 1 wv DAPI - DAPI).tif,P - 16(fld 1 wv FITC - FITC).tif,VB00021880,16,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
303,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 17(fld 1 wv DAPI - DAPI).tif,P - 17(fld 1 wv FITC - FITC).tif,VB00021880,17,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
304,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 18(fld 1 wv DAPI - DAPI).tif,P - 18(fld 1 wv FITC - FITC).tif,VB00021880,18,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
305,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 19(fld 1 wv DAPI - DAPI).tif,P - 19(fld 1 wv FITC - FITC).tif,VB00021880,19,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
306,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 2(fld 1 wv DAPI - DAPI).tif,P - 2(fld 1 wv FITC - FITC).tif,VB00021880,2,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
307,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 20(fld 1 wv DAPI - DAPI).tif,P - 20(fld 1 wv FITC - FITC).tif,VB00021880,20,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
308,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 21(fld 1 wv DAPI - DAPI).tif,P - 21(fld 1 wv FITC - FITC).tif,VB00021880,21,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
309,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 22(fld 1 wv DAPI - DAPI).tif,P - 22(fld 1 wv FITC - FITC).tif,VB00021880,22,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
310,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 23(fld 1 wv DAPI - DAPI).tif,P - 23(fld 1 wv FITC - FITC).tif,VB00021880,23,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
311,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 24(fld 1 wv DAPI - DAPI).tif,P - 24(fld 1 wv FITC - FITC).tif,VB00021880,24,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
312,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 25(fld 1 wv DAPI - DAPI).tif,P - 25(fld 1 wv FITC - FITC).tif,VB00021880,25,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
313,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 26(fld 1 wv DAPI - DAPI).tif,P - 26(fld 1 wv FITC - FITC).tif,VB00021880,26,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
314,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 27(fld 1 wv DAPI - DAPI).tif,P - 27(fld 1 wv FITC - FITC).tif,VB00021880,27,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
315,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 28(fld 1 wv DAPI - DAPI).tif,P - 28(fld 1 wv FITC - FITC).tif,VB00021880,28,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
316,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 29(fld 1 wv DAPI - DAPI).tif,P - 29(fld 1 wv FITC - FITC).tif,VB00021880,29,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
317,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 3(fld 1 wv DAPI - DAPI).tif,P - 3(fld 1 wv FITC - FITC).tif,VB00021880,3,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
318,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 30(fld 1 wv DAPI - DAPI).tif,P - 30(fld 1 wv FITC - FITC).tif,VB00021880,30,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
319,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 31(fld 1 wv DAPI - DAPI).tif,P - 31(fld 1 wv FITC - FITC).tif,VB00021880,31,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
320,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 32(fld 1 wv DAPI - DAPI).tif,P - 32(fld 1 wv FITC - FITC).tif,VB00021880,32,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
321,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 33(fld 1 wv DAPI - DAPI).tif,P - 33(fld 1 wv FITC - FITC).tif,VB00021880,33,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
322,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 34(fld 1 wv DAPI - DAPI).tif,P - 34(fld 1 wv FITC - FITC).tif,VB00021880,34,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
323,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 35(fld 1 wv DAPI - DAPI).tif,P - 35(fld 1 wv FITC - FITC).tif,VB00021880,35,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
324,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 36(fld 1 wv DAPI - DAPI).tif,P - 36(fld 1 wv FITC - FITC).tif,VB00021880,36,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
325,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 37(fld 1 wv DAPI - DAPI).tif,P - 37(fld 1 wv FITC - FITC).tif,VB00021880,37,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
326,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 38(fld 1 wv DAPI - DAPI).tif,P - 38(fld 1 wv FITC - FITC).tif,VB00021880,38,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
327,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 39(fld 1 wv DAPI - DAPI).tif,P - 39(fld 1 wv FITC - FITC).tif,VB00021880,39,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
328,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 4(fld 1 wv DAPI - DAPI).tif,P - 4(fld 1 wv FITC - FITC).tif,VB00021880,4,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
329,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 40(fld 1 wv DAPI - DAPI).tif,P - 40(fld 1 wv FITC - FITC).tif,VB00021880,40,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
330,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 41(fld 1 wv DAPI - DAPI).tif,P - 41(fld 1 wv FITC - FITC).tif,VB00021880,41,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
331,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 42(fld 1 wv DAPI - DAPI).tif,P - 42(fld 1 wv FITC - FITC).tif,VB00021880,42,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
332,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 5(fld 1 wv DAPI - DAPI).tif,P - 5(fld 1 wv FITC - FITC).tif,VB00021880,5,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
333,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 6(fld 1 wv DAPI - DAPI).tif,P - 6(fld 1 wv FITC - FITC).tif,VB00021880,6,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
334,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 7(fld 1 wv DAPI - DAPI).tif,P - 7(fld 1 wv FITC - FITC).tif,VB00021880,7,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
335,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 8(fld 1 wv DAPI - DAPI).tif,P - 8(fld 1 wv FITC - FITC).tif,VB00021880,8,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
336,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,P - 9(fld 1 wv DAPI - DAPI).tif,P - 9(fld 1 wv FITC - FITC).tif,VB00021880,9,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,16
337,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 1(fld 1 wv DAPI - DAPI).tif,Q - 1(fld 1 wv FITC - FITC).tif,VB00021880,1,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
338,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 10(fld 1 wv DAPI - DAPI).tif,Q - 10(fld 1 wv FITC - FITC).tif,VB00021880,10,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
339,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 11(fld 1 wv DAPI - DAPI).tif,Q - 11(fld 1 wv FITC - FITC).tif,VB00021880,11,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
340,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 12(fld 1 wv DAPI - DAPI).tif,Q - 12(fld 1 wv FITC - FITC).tif,VB00021880,12,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
341,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 13(fld 1 wv DAPI - DAPI).tif,Q - 13(fld 1 wv FITC - FITC).tif,VB00021880,13,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
342,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 14(fld 1 wv DAPI - DAPI).tif,Q - 14(fld 1 wv FITC - FITC).tif,VB00021880,14,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
343,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 15(fld 1 wv DAPI - DAPI).tif,Q - 15(fld 1 wv FITC - FITC).tif,VB00021880,15,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
344,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 16(fld 1 wv DAPI - DAPI).tif,Q - 16(fld 1 wv FITC - FITC).tif,VB00021880,16,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
345,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 17(fld 1 wv DAPI - DAPI).tif,Q - 17(fld 1 wv FITC - FITC).tif,VB00021880,17,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
346,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 18(fld 1 wv DAPI - DAPI).tif,Q - 18(fld 1 wv FITC - FITC).tif,VB00021880,18,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
347,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 19(fld 1 wv DAPI - DAPI).tif,Q - 19(fld 1 wv FITC - FITC).tif,VB00021880,19,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
348,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 2(fld 1 wv DAPI - DAPI).tif,Q - 2(fld 1 wv FITC - FITC).tif,VB00021880,2,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
349,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 20(fld 1 wv DAPI - DAPI).tif,Q - 20(fld 1 wv FITC - FITC).tif,VB00021880,20,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
350,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 21(fld 1 wv DAPI - DAPI).tif,Q - 21(fld 1 wv FITC - FITC).tif,VB00021880,21,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
351,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 22(fld 1 wv DAPI - DAPI).tif,Q - 22(fld 1 wv FITC - FITC).tif,VB00021880,22,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
352,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 23(fld 1 wv DAPI - DAPI).tif,Q - 23(fld 1 wv FITC - FITC).tif,VB00021880,23,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
353,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 24(fld 1 wv DAPI - DAPI).tif,Q - 24(fld 1 wv FITC - FITC).tif,VB00021880,24,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
354,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 25(fld 1 wv DAPI - DAPI).tif,Q - 25(fld 1 wv FITC - FITC).tif,VB00021880,25,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
355,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Q - 26(fld 1 wv DAPI - DAPI).tif,Q - 26(fld 1 wv FITC - FITC).tif,VB00021880,26,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,17
